pred_115_A.png; Acc 0.9865961074829102; Dice 0.9234785543952873; clDice 0.9358941996276395; 0-dim Betti 0.1162109375
pred_117_A.png; Acc 0.9768610000610352; Dice 0.8543593745310484; clDice 0.8798911365692008; 0-dim Betti 0.1328125
pred_134_A.png; Acc 0.9872522354125977; Dice 0.9205492072454938; clDice 0.9339701982164029; 0-dim Betti 0.1064453125
pred_167_D.png; Acc 0.9806656837463379; Dice 0.8433196284217197; clDice 0.8115106388049653; 0-dim Betti 0.1474609375
pred_178_D.png; Acc 0.988365650177002; Dice 0.924999769457056; clDice 0.9381761103076198; 0-dim Betti 0.125
pred_202_D.png; Acc 0.9764904975891113; Dice 0.8122255441509721; clDice 0.8418077848853593; 0-dim Betti 0.1640625
pred_223_D.png; Acc 0.9836642742156982; Dice 0.8440800387768895; clDice 0.8757602310409639; 0-dim Betti 0.1259765625
pred_253_D.png; Acc 0.9774391651153564; Dice 0.7582870352631647; clDice 0.7308251038126181; 0-dim Betti 0.2060546875
pred_265_D.png; Acc 0.9816687107086182; Dice 0.8921769494520289; clDice 0.905725174667225; 0-dim Betti 0.1650390625
pred_27_A.png; Acc 0.984255313873291; Dice 0.8667637789874225; clDice 0.8419277394717393; 0-dim Betti 0.1650390625
pred_292_D.png; Acc 0.9855873584747314; Dice 0.9178531001278726; clDice 0.9300096582926978; 0-dim Betti 0.150390625
pred_307_G.png; Acc 0.981950044631958; Dice 0.842507088606015; clDice 0.8432286113565018; 0-dim Betti 0.1484375
pred_356_G.png; Acc 0.9881417751312256; Dice 0.9289973518726043; clDice 0.9531928376846713; 0-dim Betti 0.1044921875
pred_383_G.png; Acc 0.9885833263397217; Dice 0.931931546320238; clDice 0.9420663400460213; 0-dim Betti 0.1025390625
pred_388_G.png; Acc 0.9839205741882324; Dice 0.8355843117369427; clDice 0.834601418348888; 0-dim Betti 0.1572265625
pred_420_G.png; Acc 0.9820058345794678; Dice 0.8869689195604737; clDice 0.880711783516828; 0-dim Betti 0.1474609375
pred_421_G.png; Acc 0.9824817180633545; Dice 0.9004521024729477; clDice 0.8958818129927916; 0-dim Betti 0.1552734375
pred_439_G.png; Acc 0.9843833446502686; Dice 0.8688019901733189; clDice 0.8838760634689217; 0-dim Betti 0.125
pred_457_N.png; Acc 0.9827268123626709; Dice 0.9044366034624897; clDice 0.9034487128556182; 0-dim Betti 0.1552734375
pred_479_N.png; Acc 0.9838259220123291; Dice 0.9028722129397767; clDice 0.9125446582017033; 0-dim Betti 0.125
pred_511_N.png; Acc 0.9886050224304199; Dice 0.9342412301460633; clDice 0.9492991229412557; 0-dim Betti 0.1220703125
pred_522_N.png; Acc 0.9870750904083252; Dice 0.9248010475779614; clDice 0.9516130674821588; 0-dim Betti 0.10546875
pred_548_N.png; Acc 0.9876999855041504; Dice 0.928791287664426; clDice 0.9359715019325201; 0-dim Betti 0.1474609375
pred_573_N.png; Acc 0.987316370010376; Dice 0.9328792927464115; clDice 0.9455901226072918; 0-dim Betti 0.1357421875
pred_76_A.png; Acc 0.9748117923736572; Dice 0.8111345300217921; clDice 0.8109818651534266; 0-dim Betti 0.1767578125
pred_78_A.png; Acc 0.9851601123809814; Dice 0.8991854564537473; clDice 0.9127009986323056; 0-dim Betti 0.1220703125
pred_82_A.png; Acc 0.9840142726898193; Dice 0.8478127149209318; clDice 0.8657385168903696; 0-dim Betti 0.12109375
pred_88_A.png; Acc 0.9848906993865967; Dice 0.9010608485226962; clDice 0.9109662888326242; 0-dim Betti 0.1240234375
pred_92_A.png; Acc 0.9812135696411133; Dice 0.8879732942072998; clDice 0.9117752602345014; 0-dim Betti 0.1181640625
pred_98_A.png; Acc 0.9836933612823486; Dice 0.8769066023558632; clDice 0.8653530686446972; 0-dim Betti 0.1630859375

Average:
accuracy: 0.9837115208307902
dice: 0.8835143804190317
cldice: 0.8911680009173177
0betti: 0.13870442708333333
